city,stateCode,countryCode,total
Plymouth,NH,US,122
Gilford,NH,US,928
Andover,NH,US,2
Claremont,NH,US,6
Bath,NH,US,15
Hampton Beach,NH,US,1783
Swanzey,NH,US,18
Town of Campton,NH,US,2
Littleton,NH,US,3
Meredith,NH,US,1
Henniker,NH,US,6
New Boston,NH,US,2
Concord,NH,US,193
Rochester,NH,US,27
Kingston,NH,US,38
Windham,NH,US,2
Contoocook,NH,US,1
Goffstown,NH,US,2
Newmarket,NH,US,96
Portsmouth,NH,US,502
Hanover,NH,US,82
Effingham,NH,US,1
Salem,NH,US,16
Ossipee,NH,US,1
Hudson,NH,US,1
Melvin Village,NH,US,1
Colebrook,NH,US,2
Pembroke,NH,US,1
North Conway,NH,US,8
Town of Hampton,NH,US,1
Deerfield,NH,US,2
Laconia,NH,US,55
East Lempster,NH,US,1
Hollis,NH,US,1
New London,NH,US,11
Mason,NH,US,7
Hooksett,NH,US,2
Nashua,NH,US,110
Freedom,NH,US,2
Hi-Nella,NJ,US,1
Parsippany,NJ,US,44
Princeton,NJ,US,450
Sicklerville,NJ,US,1
Rockaway Township,NJ,US,5
Manalapan Township,NJ,US,1
Readington,NJ,US,29
Marlton,NJ,US,7
Voorhees,NJ,US,2
Little Silver,NJ,US,1
Haddon Heights,NJ,US,18
Short Hills,NJ,US,18
Hillside,NJ,US,2
Cookstown,NJ,US,25
Millburn,NJ,US,15
Cedar Grove,NJ,US,15
Bloomfield,NJ,US,29
Holmdel,NJ,US,3871
North Bergen,NJ,US,2
Jackson,NJ,US,220
Chatham,NJ,US,33
Mount Laurel,NJ,US,8
Woodland Park,NJ,US,5
Teterboro,NJ,US,1
Toms River,NJ,US,83
Ocean City,NJ,US,86
Bound Brook,NJ,US,45
Hamilton,NJ,US,52
Montclair,NJ,US,860
Ocean Grove,NJ,US,36
Shamong Township,NJ,US,9
New Egypt,NJ,US,2
Raritan,NJ,US,1
Carneys Point,NJ,US,1
Fords,NJ,US,121
Fort Dix,NJ,US,1
Nutley,NJ,US,37
Pompton Plains,NJ,US,1
Howell,NJ,US,5
Verona,NJ,US,2
Whitehouse Station,NJ,US,9
Fair Haven,NJ,US,1
Somerset,NJ,US,5
Chester,NJ,US,1
Chadwick Beach,NJ,US,1
Dover,NJ,US,91
Stirling,NJ,US,31
Rahway,NJ,US,88
East Windsor Township,NJ,US,5
Totowa,NJ,US,3
Titusville,NJ,US,6
Pitman,NJ,US,24
Beach Haven,NJ,US,10
Roselle,NJ,US,2
Stanhope,NJ,US,483
Hackettstown,NJ,US,18
Buena,NJ,US,3
Bayonne,NJ,US,17
Westmont,NJ,US,1
Hillsdale,NJ,US,5
Hammonton,NJ,US,12
Pennsauken,NJ,US,185
Union City,NJ,US,9
Morgan,NJ,US,1
Burlington,NJ,US,11
Paramus,NJ,US,42
Winslow,NJ,US,1
Franklinville,NJ,US,2
Barnegat,NJ,US,3
Denville,NJ,US,3
Belmar,NJ,US,34
Wenonah,NJ,US,1
Livingston,NJ,US,2
Cherry Hill,NJ,US,405
Brigantine,NJ,US,10
Bordentown,NJ,US,106
Berkeley Heights,NJ,US,3
Vineland,NJ,US,57
Andover,NJ,US,13
Woodstown,NJ,US,4
Manville,NJ,US,4
Pleasantville,NJ,US,2
Wood-Ridge,NJ,US,2
Hazlet,NJ,US,5
Elmer,NJ,US,28
Manahawkin Bay,NJ,US,1
Paterson,NJ,US,8
Atco,NJ,US,33
Teaneck,NJ,US,314
Scotch Plains,NJ,US,28
Forked River,NJ,US,1
Somerville,NJ,US,8
Byram,NJ,US,5
Kearny,NJ,US,20
Metuchen,NJ,US,16
Martinsville,NJ,US,2
Washington,NJ,US,6
Wharton,NJ,US,1
Lebanon Township,NJ,US,1
Vernon Valley,NJ,US,21
Morganville,NJ,US,8
Williamstown,NJ,US,6
Palisades Park,NJ,US,25
Clifton,NJ,US,404
Mantua,NJ,US,1
Upper Montclair,NJ,US,6
Springfield,NJ,US,5
Newton,NJ,US,200
Orange,NJ,US,240
Ortley Beach,NJ,US,18
Columbia,NJ,US,3
Avenel,NJ,US,2
Cedar Knolls,NJ,US,6
Egg Harbor Township,NJ,US,3
Mount Holly,NJ,US,21
Seaside Park,NJ,US,31
Augusta,NJ,US,89
Somerdale,NJ,US,18
Lumberton,NJ,US,1
Frenchtown,NJ,US,30
Lawrenceville,NJ,US,45
Sea Bright,NJ,US,163
Florence,NJ,US,2
Lawrence Township,NJ,US,2
Lake Saginaw,NJ,US,3
Barnegat Light,NJ,US,1
East Orange,NJ,US,45
Hopewell,NJ,US,6
Irvington,NJ,US,102
Riverdale,NJ,US,57
Woodbridge,NJ,US,52
Marlboro,NJ,US,3
Sewell,NJ,US,36
West Caldwell Township,NJ,US,1
Ringwood,NJ,US,43
Secaucus,NJ,US,38
Trenton,NJ,US,1632
Wanamassa,NJ,US,29
Aberdeen,NJ,US,49
Whippany,NJ,US,7
Mays Landing,NJ,US,3
Hillsborough,NJ,US,26
North Caldwell Township,NJ,US,1
Little Ferry,NJ,US,2
North Branch,NJ,US,6
Moonachie,NJ,US,1
Hewitt,NJ,US,1
Plainsboro Township,NJ,US,1
Garfield,NJ,US,6
Woodbury,NJ,US,3
Flemington,NJ,US,23
Saddle River,NJ,US,1
Neptune City,NJ,US,10
Kendall Park,NJ,US,1
Linden,NJ,US,4
Medford,NJ,US,9
Ocean Township,NJ,US,4
Walpack Township,NJ,US,1
Lindenwold,NJ,US,5
North Wildwood,NJ,US,1
Clinton,NJ,US,20
Galloway Township,NJ,US,2
Burlington County,NJ,US,4
Moorestown,NJ,US,19
Sparta,NJ,US,9
Pittsgrove Township,NJ,US,1
Glassboro,NJ,US,60
Hamilton Township,NJ,US,50
Westfield,NJ,US,9
Pompton Lakes,NJ,US,58
Neptune Township,NJ,US,13
Monroe,NJ,US,2
Cologne,NJ,US,1
Surf City,NJ,US,2
Weymouth,NJ,US,1
Vernon,NJ,US,41
Tuckerton,NJ,US,7
Fairview,NJ,US,1
Fort Lee,NJ,US,11
Hawthorne,NJ,US,3
Bridgewater Township,NJ,US,12
Avalon,NJ,US,2
Mullica Hill,NJ,US,3
Haskell,NJ,US,1
Pine Brook,NJ,US,1
Bridgewater,NJ,US,15
Turnersville,NJ,US,1
Lodi,NJ,US,3
Weehawken,NJ,US,3
Englishtown,NJ,US,67
Passaic,NJ,US,1152
Jersey City,NJ,US,12111
Newark,NJ,US,1275
Morristown,NJ,US,522
Mountainside,NJ,US,5
Highland Lakes,NJ,US,3
Mount Ephraim,NJ,US,2
Montville,NJ,US,1
Rosenhayn,NJ,US,4
Ewing,NJ,US,96
Haworth,NJ,US,3
Oradell,NJ,US,7
Mount Tabor,NJ,US,12
Saddle Brook,NJ,US,1
Bellmawr,NJ,US,7
Basking Ridge,NJ,US,3
Wallington,NJ,US,29
Mahwah,NJ,US,36
Fair Lawn,NJ,US,16
South River,NJ,US,3
Washington Crossing,NJ,US,1
Liberty Corner,NJ,US,1
Merchantville,NJ,US,1
East Brunswick,NJ,US,40
Tinton Falls,NJ,US,9
West Windsor Township,NJ,US,15
Wildwood,NJ,US,272
Lyndhurst,NJ,US,7
Edison,NJ,US,63
Randolph Township,NJ,US,125
Matawan,NJ,US,6
Long Branch,NJ,US,330
Belleville,NJ,US,2
Princeton Junction,NJ,US,1
Union Beach,NJ,US,2
Bernardsville,NJ,US,9
Malaga,NJ,US,10
Carteret,NJ,US,1
Robbinsville,NJ,US,3
Camden,NJ,US,3221
East Brunswick Township,NJ,US,23
Oceanport,NJ,US,78
Whiting,NJ,US,2
Eatontown,NJ,US,15
Willingboro,NJ,US,1
Borough of New Providence,NJ,US,1
Westwood,NJ,US,5
Garwood,NJ,US,202
South Orange,NJ,US,143
Delaware,NJ,US,4
Phillipsburg,NJ,US,4
Wall Township,NJ,US,17
Iselin,NJ,US,2
Asbury,NJ,US,4770
Howell Township,NJ,US,4
Rumson,NJ,US,3
Cape May,NJ,US,9
Caldwell,NJ,US,18
Bedminster,NJ,US,2
Montvale,NJ,US,2
Millville,NJ,US,63
West Long Branch,NJ,US,79
Wayne,NJ,US,111
Bergenfield,NJ,US,33
Rochelle Park,NJ,US,10
Ramsey,NJ,US,2
Hamburg,NJ,US,1
Browns Mills,NJ,US,19
Roebling,NJ,US,4
Watchung,NJ,US,4
Whitehouse,NJ,US,10
Old Bridge,NJ,US,735
Riverside,NJ,US,5
West Orange,NJ,US,49
Oaklyn,NJ,US,4
Annandale,NJ,US,2
Ship Bottom,NJ,US,3
Dumont,NJ,US,2
Bridgeton,NJ,US,8
Harrison,NJ,US,8
Lake Hopatcong,NJ,US,1
Boonton,NJ,US,40
Cranford,NJ,US,12
Bradley Beach,NJ,US,2
Lakewood,NJ,US,100
Rutherford,NJ,US,2597
Warrenville,NJ,US,1
Freehold,NJ,US,470
Hopatcong,NJ,US,2
Delran Township,NJ,US,7
Pemberton,NJ,US,4
Pomona,NJ,US,25
Point Pleasant,NJ,US,34
Perth Amboy,NJ,US,2
Capitan,NM,US,1
Pinos Altos,NM,US,1
Santa Fe,NM,US,702
Glorieta,NM,US,2
Espanola,NM,US,3
Aztec,NM,US,4
Placitas,NM,US,1
Portales,NM,US,22
Algodones,NM,US,10
Rio Rancho,NM,US,64
Socorro,NM,US,2
Bernalillo,NM,US,38
Farmington,NM,US,233
Artesia,NM,US,11
Dulce,NM,US,4
Ohkay Owingeh,NM,US,6
Hobbs,NM,US,16
Taos,NM,US,75
Gallup,NM,US,69
Clovis,NM,US,12
Los Alamos,NM,US,2
Loving,NM,US,1
Albuquerque,NM,US,5578
Golden,NM,US,9
Corrales,NM,US,1
Chama,NM,US,1
Madrid,NM,US,1
Carlsbad,NM,US,10
Montezuma,NM,US,3
Hatch,NM,US,1
Mescalero,NM,US,89
Grants,NM,US,5
Las Vegas,NM,US,4
Dexter,NM,US,1
Roswell,NM,US,48
Acoma Pueblo Indian Land,NM,US,33
El Prado,NM,US,56
Las Cruces,NM,US,582
San Felipe,NM,US,1
Kiamesha Lake,NY,US,16
Snyders Corners,NY,US,5
Freeport,NY,US,50
Woodmere,NY,US,9
Pittstown,NY,US,1
Utica,NY,US,565
Laurens,NY,US,1
Rhinebeck,NY,US,27
Randalls Island,NY,US,1364
Glen Cove,NY,US,31
Fishkill,NY,US,3
Kingston,NY,US,215
Farmingdale,NY,US,849
Madison Square Garden,NY,US,1
Fonda,NY,US,1
Mechanicville,NY,US,1
Nanuet,NY,US,90
Olean,NY,US,63
Batavia,NY,US,23
Kings Point,NY,US,5
Atlantic Beach,NY,US,5
Kings Park,NY,US,10
West Babylon,NY,US,121
Trenton Falls,NY,US,1
Hector,NY,US,2
Chautauqua,NY,US,68
Beekman,NY,US,23
Sheepshead Bay,NY,US,2
Bayside,NY,US,79
Hague,NY,US,5
Dunkirk,NY,US,4
Stone Ridge,NY,US,1
East Otto,NY,US,3
Commack,NY,US,105
Manlius,NY,US,1
South Salem,NY,US,4
Chester,NY,US,1190
Buffalo,NY,US,14220
East Rochester,NY,US,3
Lake Placid,NY,US,77
Sloatsburg,NY,US,1
Hamilton,NY,US,143
Saratoga Springs,NY,US,2336
New Hartford,NY,US,8
Conesus,NY,US,1
Lewiston,NY,US,478
East Meadow,NY,US,41
Pittsford,NY,US,20
Old Forge,NY,US,3
Thurman,NY,US,1
Shortsville,NY,US,1
Greenfield Park,NY,US,2
Accord,NY,US,1
New Rochelle,NY,US,123
Gloversville,NY,US,2
Boonville,NY,US,1
Palenville,NY,US,1
Hyde Park,NY,US,12
Cherry Hill,NY,US,1
Attica,NY,US,2
Miller Place,NY,US,26
Rotterdam,NY,US,4
Montgomery,NY,US,8
Sprakers,NY,US,1
Center Moriches,NY,US,2
Camden,NY,US,1
Hampton Bays,NY,US,21
Saugerties,NY,US,77
Galway,NY,US,6
Upton,NY,US,1
Clay,NY,US,1
Middleville,NY,US,1
Waterloo,NY,US,60
Babylon,NY,US,136
Celoron,NY,US,2
Manhasset,NY,US,4
Windham,NY,US,1
Angelica,NY,US,3
Holbrook,NY,US,24
Oswego,NY,US,345
Little York,NY,US,8
Clifton Springs,NY,US,1
Springwater,NY,US,1
Mahopac,NY,US,12
Colonie,NY,US,1
Port Jefferson Station,NY,US,6
Modena,NY,US,1
Forest Hills,NY,US,1
Lake Huntington,NY,US,1
Sea Cliff,NY,US,4
Plainview,NY,US,138
Kent,NY,US,2
Herkimer,NY,US,6
Sayville,NY,US,24
Philadelphia,NY,US,18
Upper Jay,NY,US,1
Keuka Park,NY,US,1
Adams Center,NY,US,1
Raquette Lake,NY,US,19
Woodstock,NY,US,396
Antwerp,NY,US,3
Tonawanda,NY,US,692
Macedon,NY,US,3
Lake George,NY,US,54
Rose,NY,US,5
Brewster,NY,US,12
Perry,NY,US,1
Ozone Park,NY,US,3
Wainscott,NY,US,1
Stony Brook,NY,US,307
Verona,NY,US,467
New Haven,NY,US,2
Nyack,NY,US,121
Lounsberry,NY,US,3
Prattsburgh,NY,US,1
Rye Brook,NY,US,1
Freedom Plains,NY,US,1
Liberty Island,NY,US,5
Armonk,NY,US,1
Westchester,NY,US,1
East Rockaway,NY,US,7
Aurora,NY,US,12
Phoenicia,NY,US,1
Oyster Bay,NY,US,70
West Henrietta,NY,US,1
Turin,NY,US,108
Sugar Loaf,NY,US,19
Bath,NY,US,8
Bethpage,NY,US,54
Tivoli,NY,US,2
Plattsburgh,NY,US,175
Akron,NY,US,68
Deansboro,NY,US,2
West Hampton Dunes,NY,US,2
Geneva,NY,US,172
Hurley,NY,US,2
Long Island,NY,US,180
Canton,NY,US,103
Rensselaer,NY,US,18
Valhalla,NY,US,3
Amityville,NY,US,1027
Jamesville,NY,US,29
North Tonawanda,NY,US,658
Oneida,NY,US,3
Lackawanna,NY,US,73
Hudson Falls,NY,US,6
Langford,NY,US,2
Nesconset,NY,US,3
Centereach,NY,US,54
Mamaroneck,NY,US,36
Morrisville,NY,US,4
Loudonville,NY,US,71
Oak Hill,NY,US,33
Port Jervis,NY,US,16
Chatham,NY,US,16
Pennellville,NY,US,37
Suffern,NY,US,39
Pomona,NY,US,18
Sterling,NY,US,12
Dix Hills,NY,US,6
Hicksville,NY,US,21
Town of Wilmington,NY,US,1
Blue Mountain Lake,NY,US,7
Lebanon,NY,US,14
Ellington,NY,US,3
Schroon Lake,NY,US,3
Caledonia,NY,US,1
Scriba,NY,US,3
Orangeburg,NY,US,1
Ogdensburg,NY,US,5
Little Valley,NY,US,5
Pleasantville,NY,US,102
Liverpool,NY,US,29
Clayton,NY,US,31
Kenmore,NY,US,1
Hopewell Junction,NY,US,1
Mohawk,NY,US,16
Deer Park,NY,US,95
Schuylerville,NY,US,1
West Point,NY,US,76
Brockport,NY,US,123
Yonkers,NY,US,90
Brookville,NY,US,165
Valley Stream,NY,US,10
Glens Falls,NY,US,299
Glen Park,NY,US,3
Town of Moravia,NY,US,1
Bouckville,NY,US,1
Oneonta,NY,US,177
Queens,NY,US,932
Clinton,NY,US,66
Piermont,NY,US,131
Elmont,NY,US,53
Rome,NY,US,89
Amenia,NY,US,10
Walden,NY,US,2
Mineola,NY,US,84
Schenectady,NY,US,346
Northport,NY,US,26
Quogue,NY,US,23
Huntington Station,NY,US,11
Middletown,NY,US,218
Walton,NY,US,4
Delmar,NY,US,13
Floral Park,NY,US,22
Lincolndale,NY,US,1
Ellenville,NY,US,1
Hillsdale,NY,US,504
New Lebanon,NY,US,14
Lake Mohegan,NY,US,1
Carmel,NY,US,4
Coram,NY,US,17
Baldwin,NY,US,3
Cheektowaga,NY,US,83
Southampton,NY,US,40
Roscoe,NY,US,1
Pearl River,NY,US,5
Fredonia,NY,US,67
Getzville,NY,US,9
Hilton,NY,US,7
Staten Island,NY,US,367
Hillcrest,NY,US,7
Horseheads,NY,US,22
Mastic,NY,US,7
Gouverneur,NY,US,30
North Gates,NY,US,14
Calcium,NY,US,1
Lorraine,NY,US,1
Carthage,NY,US,9
Lacona,NY,US,2
Bemus Point,NY,US,9
Mount Kisco,NY,US,3
Water Mill,NY,US,3
Ardsley-on-Hudson,NY,US,31
Rush,NY,US,1
Potsdam,NY,US,211
Farmington,NY,US,27
Spring Valley,NY,US,64
Darien Center,NY,US,1687
Niagara Falls,NY,US,1543
Binghamton,NY,US,1306
Tannersville,NY,US,2
Grand Island,NY,US,1
Theresa,NY,US,3
Dexter,NY,US,1
Irondequoit,NY,US,11
Ghent,NY,US,6
Frankfort,NY,US,15
Homer,NY,US,30
Fair Haven,NY,US,1
East Aurora,NY,US,11
Tuxedo Park,NY,US,9
East Islip,NY,US,18
Elizabethtown,NY,US,20
Cuba,NY,US,6
Greenwood Lake,NY,US,27
Dryden,NY,US,1
Round Lake,NY,US,1
Greenville,NY,US,1
Bainbridge,NY,US,1
Shandaken,NY,US,1
Loch Sheldrake,NY,US,1
Albany,NY,US,3647
Mayville,NY,US,1
Westbury,NY,US,2699
West Lebanon,NY,US,12
Stephentown,NY,US,69
Webster,NY,US,46
Ovid,NY,US,1
Sanborn,NY,US,6
Hermon,NY,US,1
Lancaster,NY,US,12
New Hyde Park,NY,US,12
Hauppauge,NY,US,29
Cato,NY,US,1
Liberty,NY,US,36
Albertson,NY,US,1
Jericho,NY,US,12
Watertown,NY,US,244
Maine,NY,US,1
Broadalbin,NY,US,1
Blasdell,NY,US,39
Brasher Falls,NY,US,3
Hancock,NY,US,47
Endwell,NY,US,6
Inlet,NY,US,7
Palmyra,NY,US,3
Medina,NY,US,4
Town of Clinton,NY,US,1
Shirley,NY,US,21
Baldwinsville,NY,US,53
Dundee,NY,US,1
Greece,NY,US,1
Mount Ivy,NY,US,1
Glen Spey,NY,US,1
Bellmore,NY,US,67
Wales Center,NY,US,1
Wellsville,NY,US,12
Corning,NY,US,25
Rock City,NY,US,1
Hogansburg,NY,US,6
Staatsburg,NY,US,2
Northville,NY,US,1
Seneca Falls,NY,US,11
Long Island City,NY,US,105
Houghton,NY,US,7
Annandale-on-Hudson,NY,US,47
Palisades,NY,US,4
Deposit,NY,US,2
Cooperstown,NY,US,84
Belfast,NY,US,2
Mariaville,NY,US,208
Scarsdale,NY,US,7
East Quogue,NY,US,22
Fallsburg,NY,US,28
Old Westbury,NY,US,3
Volney,NY,US,4
Holley,NY,US,2
East Durham,NY,US,19
Wassaic,NY,US,1
Westmoreland,NY,US,1
Arkville,NY,US,3
Rhinecliff,NY,US,4
Portageville,NY,US,4
Olivebridge,NY,US,3
Watkins Glen,NY,US,22
Copake,NY,US,2
Penn Yan,NY,US,1
Bayport,NY,US,6
Greenwich Village,NY,US,592
Melville,NY,US,9
Greenport,NY,US,6
Pine Plains,NY,US,4
Bohemia,NY,US,10
East Greenbush,NY,US,1
Trumansburg,NY,US,80
Big Indian,NY,US,37
Huntington,NY,US,1430
Hamburg,NY,US,150
Otto,NY,US,4
Oriskany Falls,NY,US,1
Sound Beach,NY,US,5
Westfield,NY,US,3
Brighton,NY,US,1
Long Beach,NY,US,18
Greenwich,NY,US,593
Catskill,NY,US,11
Geneseo,NY,US,86
Williamsville,NY,US,292
Harlem,NY,US,33
Black River,NY,US,2
Virgil,NY,US,6
Boiceville,NY,US,10
Bovina,NY,US,4
Saint James,NY,US,13
Roxbury,NY,US,4
Sodus Point,NY,US,1
Tully,NY,US,4
Henrietta,NY,US,142
Malone,NY,US,39
Nichols,NY,US,30
Scotia,NY,US,13
Lansing,NY,US,1
Oceanside,NY,US,2
McLean,NY,US,1
Centerport,NY,US,5
Middle Village,NY,US,2
Vernon,NY,US,208
Orchard Park,NY,US,106
Sylvan Beach,NY,US,8
Clifton Park,NY,US,1697
Canandaigua,NY,US,882
Auburn,NY,US,135
Belmont,NY,US,2
South Fallsburg,NY,US,26
Medford,NY,US,32
Lido Beach,NY,US,96
Amagansett,NY,US,146
Addison,NY,US,1
East Setauket,NY,US,19
Cortland,NY,US,144
Mexico,NY,US,1
Sandy Creek,NY,US,1
Fairport,NY,US,7
Big Flats,NY,US,161
Mannsville,NY,US,2
Fulton,NY,US,5
Cape Vincent,NY,US,2
Adams,NY,US,5
Lyons,NY,US,4
Fort Drum / Wheeler-Sack U. S. Army Airfield,NY,US,4
New Windsor,NY,US,11
Syosset,NY,US,19
Salamanca,NY,US,129
Yorktown Heights,NY,US,36
Bay Ridge,NY,US,5
Bellerose,NY,US,1
Tappan,NY,US,41
Barker,NY,US,1
Newburgh,NY,US,98
Cincinnatus,NY,US,1
Alden,NY,US,2
DeWitt,NY,US,1
Yorkville,NY,US,1
Bridgehampton,NY,US,2
Lima,NY,US,1
Huguenot,NY,US,10
Sag Harbor,NY,US,41
Selden,NY,US,19
Port Washington,NY,US,53
Patchogue,NY,US,403
Wingdale,NY,US,2
Carle Place,NY,US,8
Wellesley Island,NY,US,1
Mount Sinai,NY,US,3
Manorville,NY,US,13
Angola,NY,US,2
Riverhead,NY,US,78
East Meredith,NY,US,4
Warsaw,NY,US,8
Southold,NY,US,3
Islip Terrace,NY,US,1
Hastings-on-Hudson,NY,US,11
Franklin Square,NY,US,5
Westhampton,NY,US,125
Garden City Park,NY,US,3
Norwich,NY,US,16
Alfred,NY,US,56
Downsville,NY,US,1
Rye,NY,US,23
Ilion,NY,US,2
Farmingville,NY,US,141
Montauk,NY,US,124
Tarrytown,NY,US,578
Williston,NY,US,2
Dolgeville,NY,US,1
Spencerport,NY,US,3
East Moriches,NY,US,2
Endicott,NY,US,54
Poughkeepsie,NY,US,2806
Flushing,NY,US,146
Whitney Point,NY,US,7
Apalachin,NY,US,4
Oakdale,NY,US,29
West Nyack,NY,US,8
Oxford,NY,US,15
Wappingers Falls,NY,US,34
Little Falls,NY,US,3
Livonia,NY,US,1
DeRuyter,NY,US,1
Mount Morris,NY,US,1
Colden,NY,US,15
Amherst,NY,US,107
New City,NY,US,110260
Nelson,NY,US,6
Nassau,NY,US,2
Meadowbrook,NY,US,1
Penfield,NY,US,4
Peru,NY,US,9
Monticello,NY,US,132
Owego,NY,US,14
Warwick,NY,US,41
Jeffersonville,NY,US,1
Hammondsport,NY,US,1
Depew,NY,US,22
Ronkonkoma,NY,US,65
East Patchogue,NY,US,1
Lakewood,NY,US,3
North Hudson,NY,US,1
Sands Point,NY,US,1
Stony Point,NY,US,2
Rocky Point,NY,US,5
Wantagh,NY,US,3153
Town of Wheatfield,NY,US,2
Johnson City,NY,US,101
Rosendale,NY,US,6
Lindenhurst,NY,US,108
Massapequa,NY,US,94
Roslyn,NY,US,461
Banksville,NY,US,8
Pelham,NY,US,2
Ellicottville,NY,US,15
Swansboro,NC,US,4
Kinston,NC,US,5
Prospect Hill,NC,US,14
Boone,NC,US,172
Huntersville,NC,US,10
Lewisville,NC,US,1
Franklinville,NC,US,1
Atlantic Beach,NC,US,3
Lexington,NC,US,13
Cherokee,NC,US,152
Rockingham,NC,US,54
Lincolnton,NC,US,3
Saluda,NC,US,1
Stokes,NC,US,4
Kings Mountain,NC,US,1
Cherry Point,NC,US,3
West Jefferson,NC,US,4
Hickory,NC,US,65
Brunswick,NC,US,1
Asheboro,NC,US,2
Durham,NC,US,1623
Mebane,NC,US,14
Southern Pines,NC,US,14
Matthews,NC,US,1
Fort Bragg,NC,US,10
Mount Airy,NC,US,2
Weddington,NC,US,1
Semora,NC,US,2
Trenton,NC,US,3
Hillsborough,NC,US,10
Pinehurst,NC,US,2
Grandfather Mountain,NC,US,2
Wilkesboro,NC,US,140
Banner Elk,NC,US,16
Weaverville,NC,US,1
Ormondsville,NC,US,1
Waynesville,NC,US,2
Reidsville,NC,US,1
Farmington,NC,US,1
Kannapolis,NC,US,10
New London,NC,US,1
Thomasville,NC,US,7
Carrboro,NC,US,2506
Jefferson,NC,US,4
Holly Springs,NC,US,2
Black Mountain,NC,US,114
East Flat Rock,NC,US,1
Nags Head,NC,US,36
Pinnacle,NC,US,14
Ahoskie,NC,US,2
Elkin,NC,US,2
Marshall,NC,US,2
Linville,NC,US,1
Dunn,NC,US,3
Corolla,NC,US,7
Ocracoke,NC,US,11
Chapel Hill,NC,US,3680
Tarboro,NC,US,5
Blowing Rock,NC,US,25
Sophia,NC,US,1
Elizabeth City,NC,US,3
Belmont,NC,US,3
Oriental,NC,US,4
Pittsboro,NC,US,68
Washington,NC,US,9
Gibsonville,NC,US,5
Burnsville,NC,US,1
Love Valley,NC,US,9
Carthage,NC,US,1
Apex,NC,US,2
Farmville,NC,US,2
Old Ford,NC,US,1
Arden,NC,US,11
Morganton,NC,US,9
Hope Mills,NC,US,4
Aberdeen,NC,US,3
Roxboro,NC,US,2
Jacksonville,NC,US,291
Forestville,NC,US,1
Elon,NC,US,94
Brier Creek (historical),NC,US,5
Sanford,NC,US,3
Tanglewood,NC,US,1
Union Grove,NC,US,12
Murfreesboro,NC,US,15
Buies Creek,NC,US,14
Morehead City,NC,US,10
Haw River,NC,US,4
Taylorsville,NC,US,1
Winston Salem,NC,US,1562
Wilson,NC,US,23
Mills River,NC,US,4
Beech Mountain,NC,US,6
Madison,NC,US,1
Hamlet,NC,US,3
Moncure,NC,US,5
Pfafftown,NC,US,6
Chocowinity,NC,US,2
Deep Run,NC,US,1
Peletier,NC,US,2
Concord,NC,US,364
Clyde,NC,US,1
Plymouth,NC,US,33
Statesville,NC,US,21
Clayton,NC,US,6
Eden,NC,US,2
Broadway,NC,US,1
Boiling Springs,NC,US,5
Roanoke Rapids,NC,US,19
Morrisville,NC,US,1
Willow Springs,NC,US,5
Forest City,NC,US,1
Kitty Hawk,NC,US,5
Round Mountain,NC,US,4
Franklin,NC,US,36
Fletcher (historical),NC,US,1
Wrightsville Beach,NC,US,4
Kure Beach,NC,US,3
Mooresville,NC,US,4
Vass,NC,US,1
Bixby,NC,US,2
Fletcher,NC,US,7
Wilton,NC,US,1
Newport,NC,US,1
Pembroke,NC,US,5
Bolivia,NC,US,5
Ocean Isle Beach,NC,US,1
Bryson City,NC,US,1
Cornelius,NC,US,6
Askewville,NC,US,3
Clinton,NC,US,1
Charleston,NC,US,1
Fuquay-Varina,NC,US,1
Pleasant Garden,NC,US,2
Denver,NC,US,2
Richfield,NC,US,1
Wilmington,NC,US,1254
Beaufort,NC,US,6
Greensboro,NC,US,2735
Crabtree,NC,US,1
Bostic,NC,US,8
Raleigh,NC,US,6777
Linwood,NC,US,2
Kenansville,NC,US,3
New Bern,NC,US,13
Cullowhee,NC,US,36
Walnut Cove,NC,US,1
Davidson,NC,US,111
Greenville,NC,US,754
Kill Devil Hills,NC,US,39
Fountain,NC,US,6
High Point,NC,US,70
Hot Springs,NC,US,9
Charlotte,NC,US,9633
Misenheimer,NC,US,3
Brevard,NC,US,21
Green Mountain,NC,US,2
Elizabethtown,NC,US,1
Climax,NC,US,1
Bakersville,NC,US,1
Henderson,NC,US,5
Mandan,ND,US,34
Medora,ND,US,3
Bottineau,ND,US,134
Mayville,ND,US,1
Mapleton,ND,US,1
Valley City,ND,US,3
New Town,ND,US,37
Crary,ND,US,2
Tioga,ND,US,1
Minot,ND,US,309
Williston,ND,US,10
Hankinson,ND,US,44
Dickinson,ND,US,26
Grand Forks,ND,US,362
Thompson,ND,US,2
West Fargo,ND,US,128
Hatton,ND,US,1
Velva,ND,US,4
Watford City,ND,US,2
Langdon,ND,US,1
Park River,ND,US,1
Bismarck,ND,US,395
New Salem,ND,US,7
Horace,ND,US,1
Saint Anthony,ND,US,1
Cavalier,ND,US,1
Saint Michael,ND,US,8
Devils Lake,ND,US,14
Sawyer,ND,US,18
Grafton,ND,US,6
Finley,ND,US,1
Fargo,ND,US,1833
Marmarth,ND,US,1
Darwin,OH,US,15
Mineral City,OH,US,58
Harrison Township,OH,US,7
Coshocton,OH,US,5
Columbus,OH,US,13660
McArthur,OH,US,2
Canal Winchester,OH,US,15
Cincinnati,OH,US,11616
Franklin,OH,US,31
Huntsburg,OH,US,1
